Reactant1_SMILES,Reactant2_SMILES,Product1_SMILES,Product2_SMILES,INCHI_KEY,SMILES,AG_Rule Systemic,AG_Rule Leaf,MW,logP,exactMolWeight,fractionCSP3,ringCount,Number of aromatic rings,HBD,HBA,Heavy atoms,TPSA,Flexibility,Rotatable Bonds,numHeteroatoms,numSaturatedHeterocycles,numRadicalElectrons,numAromaticHeterocycles,noCount,numAliphaticRings,numValenceElectrons,heavyAtomMolWeight,numSaturatedRings,numAliphaticHeterocycles,nhohCount,SIMILAR,IDENTICAL
CC1(C)OB(c2cc(C(F)(F)F)ccc2Cl)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)(F)F)ccc2Cl)cc1C,,DFPPLQPYWNHWFW-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)(F)F)ccc2Cl)cc1C,0.0,0.0,489.94,5.5,489.1,0.4091,3,2,0,5,32,63.68,6,4,10,1,0,0,5,1,174,466.76,1,1,0,CSDM982151,
OB(O)c1cc(C(F)(F)F)ccc1Cl,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)(F)F)ccc2Cl)cc1C,,DFPPLQPYWNHWFW-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)(F)F)ccc2Cl)cc1C,0.0,0.0,489.94,5.5,489.1,0.4091,3,2,0,5,32,63.68,6,4,10,1,0,0,5,1,174,466.76,1,1,0,CSDM982151,
OB(O)c1ccc(OC2CCCC2)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC3CCCC3)cc2)cc1C,,FDUAHEQMKDKMEL-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC3CCCC3)cc2)cc1C,0.0,0.0,471.62,5.15,471.21,0.5,4,2,0,6,33,72.91,7,6,7,1,0,0,6,2,178,438.36,2,1,0,CSDM979629,
CC1(C)OB(c2ccc(OC3CCCC3)cc2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC3CCCC3)cc2)cc1C,,FDUAHEQMKDKMEL-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC3CCCC3)cc2)cc1C,0.0,0.0,471.62,5.15,471.21,0.5,4,2,0,6,33,72.91,7,6,7,1,0,0,6,2,178,438.36,2,1,0,CSDM979629,
Cn1nccc1-c1cc2c(cc1Cl)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ccnn3C)c(Cl)cc2C)cc1C,,AYVZINKRRIZQDZ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3ccnn3C)c(Cl)cc2C)cc1C,0.0,0.0,516.06,5.19,515.16,0.3846,4,3,0,7,35,81.5,6,5,9,1,0,1,7,1,186,485.82,1,1,0,,
CC(=O)NCC1CN(C(=O)N2CCC(B3OC(C)(C)C(C)(C)O3)C2)CCO1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2CCN(C(=O)N3CCOC(CNC(C)=O)C3)C2)cc1C,,AIEXGAZDOFLKAR-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2CCN(C(=O)N3CCOC(CNC(C)=O)C3)C2)cc1C,0.0,0.0,564.71,1.91,564.26,0.6667,4,1,1,11,39,125.56,10,6,12,3,0,0,11,3,216,524.39,3,3,1,,
COc1c(Cl)ccc(B2OCCCO2)c1F,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)c(OC)c2F)cc1C,,ANYYBNSUEWCHOA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)c(OC)c2F)cc1C,0.0,0.8,469.96,4.63,469.11,0.4091,3,2,0,6,31,72.91,6,5,9,1,0,0,6,1,168,444.76,1,1,0,,
COc1c(Cl)ccc(B(O)O)c1F,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)c(OC)c2F)cc1C,,ANYYBNSUEWCHOA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(Cl)c(OC)c2F)cc1C,0.0,0.8,469.96,4.63,469.11,0.4091,3,2,0,6,31,72.91,6,5,9,1,0,0,6,1,168,444.76,1,1,0,,
COc1ccc(B(O)O)c(OC)n1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC)nc2OC)cc1C,,CZACVYIUQDEUEO-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC)nc2OC)cc1C,0.0,0.8,448.54,3.24,448.17,0.4545,3,2,0,8,31,95.03,7,6,9,1,0,1,8,1,168,420.32,1,1,0,,
COc1ccc(B2OC(C)(C)C(C)(C)O2)c(OC)n1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC)nc2OC)cc1C,,CZACVYIUQDEUEO-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC)nc2OC)cc1C,0.0,0.8,448.54,3.24,448.17,0.4545,3,2,0,8,31,95.03,7,6,9,1,0,1,8,1,168,420.32,1,1,0,,
CSCCCNC(=O)c1cccc(B(O)O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(C(=O)NCCCSC)c2)cc1C,,AUQXTBARVHUYAE-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(C(=O)NCCCSC)c2)cc1C,0.0,0.0,518.7,4.32,518.19,0.4615,3,2,1,7,35,92.78,11,9,9,1,0,0,7,1,190,484.43,1,1,1,,
O=C(Nc1cccc(F)c1)c1ccc2c(c1)B(O)OC2,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)Nc3cccc(F)c3)ccc2C)cc1C,,DWWJCFUUDJEBPN-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)Nc3cccc(F)c3)ccc2C)cc1C,0.0,0.0,538.64,5.53,538.19,0.3103,4,3,1,7,38,92.78,8,6,9,1,0,0,7,1,200,507.39,1,1,1,,
Cn1nnnc1-c1ccc2c(c1)B(O)OC2,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3nnnn3C)ccc2C)cc1C,,ATPKJRXMPFHFFS-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3nnnn3C)ccc2C)cc1C,0.0,0.2,483.59,3.33,483.19,0.4167,4,3,0,9,34,107.28,6,5,10,1,0,1,9,1,180,454.36,1,1,0,,
CC1(C)OB(C2=CCN(C(=O)NCCN3CCCCCC3)CC2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCN(C(=O)NCCN3CCCCCC3)CC2)cc1C,,COPTXBAMOZTKIG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCN(C(=O)NCCN3CCCCCC3)CC2)cc1C,0.0,0.0,560.76,3.84,560.3,0.6552,4,1,1,9,39,99.26,10,7,10,2,0,0,9,3,216,516.41,2,3,1,,
CC(C)(C)OC(=O)N1CCCc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3c(c2)CCCN3C(=O)OC(C)(C)C)cc1C,,BDXKBJREXOZSAQ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3c(c2)CCCN3C(=O)OC(C)(C)C)cc1C,0.0,0.0,542.7,5.52,542.25,0.5172,4,2,0,8,38,93.22,8,4,9,1,0,0,8,2,206,504.39,1,2,0,,
CC1(C)OB(c2ccc(C#N)cc2Cl)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C#N)cc2Cl)cc1C,,BUTKYOOWMVTOBX-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C#N)cc2Cl)cc1C,0.0,1.0,446.96,4.36,446.11,0.3636,3,2,0,6,30,87.47,5,4,8,1,0,0,6,1,158,423.77,1,1,0,CSDM982168|CSDM315187,
N#Cc1ccc(B(O)O)c(Cl)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C#N)cc2Cl)cc1C,,BUTKYOOWMVTOBX-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C#N)cc2Cl)cc1C,0.0,1.0,446.96,4.36,446.11,0.3636,3,2,0,6,30,87.47,5,4,8,1,0,0,6,1,158,423.77,1,1,0,CSDM982168|CSDM315187,
CC(C)(C)OC(=O)n1c(B(O)O)cc2cc(Cl)ccc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3cc(Cl)ccc3n2C(=O)OC(C)(C)C)cc1C,,CDBFIEQYBQKDRV-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3cc(Cl)ccc3n2C(=O)OC(C)(C)C)cc1C,0.0,0.0,561.1,6.22,560.17,0.4286,4,3,0,8,38,94.91,8,4,10,1,0,1,8,1,204,527.84,1,1,0,,
CC(C)(C)OC(=O)N1CC/C(=C/B2OC(C)(C)C(C)(C)O2)C(F)(F)CC1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=C2CCN(C(=O)OC(C)(C)C)CCC2(F)F)cc1C,,DKPSJWNHNWVOAG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=C2CCN(C(=O)OC(C)(C)C)CCC2(F)F)cc1C,0.0,0.0,556.67,5.21,556.24,0.6296,3,1,0,8,38,93.22,8,4,11,2,0,0,8,2,212,518.37,2,2,0,,
COCC(=O)Nc1cc2c(cc1Cl)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(NC(=O)COC)c(Cl)cc2C)cc1C,,BDXSMLSKNKQABI-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(NC(=O)COC)c(Cl)cc2C)cc1C,0.0,0.0,523.05,4.38,522.16,0.44,3,2,1,8,35,102.01,9,7,10,1,0,0,8,1,190,491.8,1,1,1,,
Cc1ccc(NN=Cc2cc(F)cc3c2B(O)OC3)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)cc(F)cc2C=NNc2ccc(C)cc2)cc1C,,DFCXKDTUXKHYGQ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)cc(F)cc2C=NNc2ccc(C)cc2)cc1C,0.0,0.0,551.68,6.03,551.23,0.3333,4,3,1,7,39,88.07,8,7,9,1,0,0,7,1,206,517.41,1,1,1,,
CC(C)CCOc1cccc(B(O)O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OCCC(C)C)c2)cc1C,,ASQLCOONYREBEA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cccc(OCCC(C)C)c2)cc1C,0.0,0.0,473.64,5.26,473.22,0.5,3,2,0,6,33,72.91,9,8,7,1,0,0,6,1,180,438.36,1,1,0,,
OB(O)c1ccccc1OC(F)(F)F,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2OC(F)(F)F)cc1C,,FCAPFXYJGDKVCU-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2OC(F)(F)F)cc1C,0.0,0.0,471.5,4.73,471.13,0.4091,3,2,0,6,32,72.91,7,5,10,1,0,0,6,1,174,447.31,1,1,0,,
CC1(C)OB(c2ccccc2OC(F)(F)F)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2OC(F)(F)F)cc1C,,FCAPFXYJGDKVCU-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2OC(F)(F)F)cc1C,0.0,0.0,471.5,4.73,471.13,0.4091,3,2,0,6,32,72.91,7,5,10,1,0,0,6,1,174,447.31,1,1,0,,
CN(Cc1cccn1C)C(=O)c1ccc2c(c1)B(O)OC2,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)N(C)Cc3cccn3C)ccc2C)cc1C,,AQFWIYHUWMYZTM-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)N(C)Cc3cccn3C)ccc2C)cc1C,0.0,0.0,551.71,4.75,551.25,0.4,4,3,0,8,39,88.92,9,7,9,1,0,1,8,1,208,514.41,1,1,0,,
CC1(C)OB(C2=CCNCC2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCNCC2)cc1C,,BJFSWMGGNNUCNI-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCNCC2)cc1C,0.72,0.54,392.52,2.54,392.18,0.55,3,1,1,6,27,75.71,5,4,7,1,0,0,6,2,148,364.3,1,2,1,CSDK490890|CSDM982163|CSDM982166|CSDK495585|CSDM979628,
CC1(C)OB(C2=CC[NH2+]CC2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCNCC2)cc1C,,BJFSWMGGNNUCNI-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCNCC2)cc1C,0.72,0.54,392.52,2.54,392.18,0.55,3,1,1,6,27,75.71,5,4,7,1,0,0,6,2,148,364.3,1,2,1,CSDK490890|CSDM982163|CSDM982166|CSDK495585|CSDM979628,
Cc1ccc(NN=Cc2cc3c(cc2F)COB3O)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C=NNc3ccc(C)cc3)c(F)cc2C)cc1C,,CRJAYYDVTWCPAO-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C=NNc3ccc(C)cc3)c(F)cc2C)cc1C,0.0,0.0,551.68,6.03,551.23,0.3333,4,3,1,7,39,88.07,8,7,9,1,0,0,7,1,206,517.41,1,1,1,,
CC1(C)OB(c2ccc(N)c(F)c2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(N)c(F)c2)cc1C,,BNXPYNBBIFNEGO-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(N)c(F)c2)cc1C,0.0,1.0,420.51,3.55,420.15,0.381,3,2,2,6,29,89.7,5,4,8,1,0,0,6,1,156,395.31,1,1,2,CSDK485609|CSDM979664|CSDM979629|CSDM982154,
COc1cc(OC(F)(F)F)ccc1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(F)(F)F)cc2OC)cc1C,,AYDPHETXVPQGIA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(F)(F)F)cc2OC)cc1C,0.0,0.0,501.52,4.74,501.14,0.4348,3,2,0,7,34,82.14,8,6,11,1,0,0,7,1,186,475.32,1,1,0,CSDM992359,
COc1cc(OC(F)(F)F)ccc1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(F)(F)F)cc2OC)cc1C,,AYDPHETXVPQGIA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(F)(F)F)cc2OC)cc1C,0.0,0.0,501.52,4.74,501.14,0.4348,3,2,0,7,34,82.14,8,6,11,1,0,0,7,1,186,475.32,1,1,0,CSDM992359,
COC(=O)c1cc(C=O)c(C)c(B(O)O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC)cc(C=O)c2C)cc1C,,BHRSDXUWADMWAG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC)cc(C=O)c2C)cc1C,0.0,0.2,487.57,3.74,487.17,0.4,3,2,0,8,34,107.05,8,6,9,1,0,0,8,1,182,458.34,1,1,0,,
COC(=O)c1cc(C=O)c(C)c(B2OC(C)(C)C(C)(C)O2)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC)cc(C=O)c2C)cc1C,,BHRSDXUWADMWAG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC)cc(C=O)c2C)cc1C,0.0,0.2,487.57,3.74,487.17,0.4,3,2,0,8,34,107.05,8,6,9,1,0,0,8,1,182,458.34,1,1,0,,
CC1(C)OC[C@H](/C=C/B2OC(C)(C)C(C)(C)O2)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=C[C@H]2COC(C)(C)O2)cc1C,,AXCINXWAOMXZOD-HXBUSHRASA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=C[C@H]2COC(C)(C)O2)cc1C,0.08,1.0,437.56,3.33,437.19,0.5909,3,1,0,7,30,82.14,6,5,8,2,0,0,7,2,166,406.31,2,2,0,CSDK495585,
CC(c1ccncc1)N(C)C(=O)c1ccc2c(c1)B(O)OC2,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)N(C)C(C)c3ccncc3)ccc2C)cc1C,,DXZLTRIBGCBADJ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)N(C)C(C)c3ccncc3)ccc2C)cc1C,0.0,0.0,563.72,5.37,563.25,0.3871,4,3,0,8,40,96.88,9,7,9,1,0,1,8,1,212,526.42,1,1,0,,
O=Cc1cc2c(cc1B(O)O)OCO2,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3c(cc2C=O)OCO3)cc1C,,ABXIVUNIUZZTJZ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3c(cc2C=O)OCO3)cc1C,0.0,0.6,459.52,3.37,459.14,0.3913,4,2,0,8,32,99.21,6,5,9,1,0,0,8,2,170,434.32,1,2,0,,
CC1(C)OB(c2cc3c(cc2C=O)OCO3)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3c(cc2C=O)OCO3)cc1C,,ABXIVUNIUZZTJZ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3c(cc2C=O)OCO3)cc1C,0.0,0.6,459.52,3.37,459.14,0.3913,4,2,0,8,32,99.21,6,5,9,1,0,0,8,2,170,434.32,1,2,0,,
CC1(C)OB(C#CCOC2CCCCO2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C#CCOC2CCCCO2)cc1C,,APXLBYCQSBBXOH-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C#CCOC2CCCCO2)cc1C,0.0,0.8,449.57,3.06,449.19,0.6087,3,1,0,7,31,82.14,6,5,8,2,0,0,7,2,170,418.32,2,2,0,,
CC1(C)OB(c2ccc(OC(F)(F)F)c(C#N)c2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(F)(F)F)c(C#N)c2)cc1C,,AZVXSHOJESQOBA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(F)(F)F)c(C#N)c2)cc1C,0.0,0.2,496.51,4.6,496.13,0.3913,3,2,0,7,34,96.7,7,5,11,1,0,0,7,1,182,473.32,1,1,0,,
NS(=O)(=O)c1ccc(B(O)O)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(S(N)(=O)=O)cc2)cc1C,,DQFBQJVZHOZZQD-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(S(N)(=O)=O)cc2)cc1C,0.0,0.38,466.58,2.48,466.12,0.381,3,2,2,8,31,123.84,6,5,10,1,0,0,8,1,168,440.37,1,1,2,CSDM979629|CSDM979626,
CC1(C)OB(c2ccc(S(N)(=O)=O)cc2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(S(N)(=O)=O)cc2)cc1C,,DQFBQJVZHOZZQD-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(S(N)(=O)=O)cc2)cc1C,0.0,0.38,466.58,2.48,466.12,0.381,3,2,2,8,31,123.84,6,5,10,1,0,0,8,1,168,440.37,1,1,2,CSDM979629|CSDM979626,
COC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)c(C)[nH]1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC)[nH]c2C)cc1C,,CEPRVSPRVNGDPG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OC)[nH]c2C)cc1C,0.0,0.8,448.54,3.26,448.17,0.4545,3,2,1,8,31,105.77,7,5,9,1,0,1,8,1,168,420.32,1,1,1,,
Cc1c(N)cc(B(O)O)cc1CN,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(N)c(C)c(CN)c2)cc1C,,CZNLLPISASHWGC-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(N)c(C)c(CN)c2)cc1C,0.0,0.0,445.59,3.18,445.2,0.4348,3,2,4,7,31,115.72,6,5,8,1,0,0,7,1,168,414.34,1,1,4,,
Cc1c(N)cc(B2OC(C)(C)C(C)(C)O2)cc1CN,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(N)c(C)c(CN)c2)cc1C,,CZNLLPISASHWGC-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(N)c(C)c(CN)c2)cc1C,0.0,0.0,445.59,3.18,445.2,0.4348,3,2,4,7,31,115.72,6,5,8,1,0,0,7,1,168,414.34,1,1,4,,
OB(O)c1ccc(C(F)(F)F)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C(F)(F)F)cc2)cc1C,,BPKJIPZZQLHXKI-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C(F)(F)F)cc2)cc1C,0.0,0.0,455.5,4.85,455.14,0.4091,3,2,0,5,31,63.68,6,4,9,1,0,0,5,1,168,431.31,1,1,0,CSDK490890|CSDK485609|CSDM979629|CSDM982151|CSDK495585|CSDK497993,
