Reactant1_SMILES,Reactant2_SMILES,Product1_SMILES,Product2_SMILES,INCHI_KEY,SMILES,AG_Rule Systemic,AG_Rule Leaf,MW,logP,exactMolWeight,fractionCSP3,ringCount,Number of aromatic rings,HBD,HBA,Heavy atoms,TPSA,Flexibility,Rotatable Bonds,numHeteroatoms,numSaturatedHeterocycles,numRadicalElectrons,numAromaticHeterocycles,noCount,numAliphaticRings,numValenceElectrons,heavyAtomMolWeight,numSaturatedRings,numAliphaticHeterocycles,nhohCount,SIMILAR,IDENTICAL
C=C(C#N)COc1cc2c(cc1F)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C=C(C#N)COc1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c(C)cc1F,,QXAYOHYUYBZEBJ-UHFFFAOYSA-N,C=C(C#N)COc1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c(C)cc1F,0.0,0.0,500.59,4.74,500.18,0.3846,3,2,0,7,35,96.7,8,7,9,1,0,0,7,1,186,471.36,1,1,0,,
Cc1c(CN2CCNCC2)cc(B(O)O)cc1N=[N+]=[N-],CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN3CCNCC3)c(C)c(N=[N+]=[N-])c2)cc1C,,PXIORBMYGXPLMI-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN3CCNCC3)c(C)c(N=[N+]=[N-])c2)cc1C,0.0,0.0,540.69,4.49,540.25,0.5185,4,2,1,10,38,127.71,8,7,11,2,0,0,10,2,204,504.4,2,2,1,,
Cc1c(CN2CCNCC2)cc(B2OC(C)(C)C(C)(C)O2)cc1N=[N+]=[N-],CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN3CCNCC3)c(C)c(N=[N+]=[N-])c2)cc1C,,PXIORBMYGXPLMI-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN3CCNCC3)c(C)c(N=[N+]=[N-])c2)cc1C,0.0,0.0,540.69,4.49,540.25,0.5185,4,2,1,10,38,127.71,8,7,11,2,0,0,10,2,204,504.4,2,2,1,,
CN(C)c1ccccc1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2N(C)C)cc1C,,NXUNSKFAIJDTPN-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2N(C)C)cc1C,0.0,1.0,430.57,3.9,430.19,0.4348,3,2,0,6,30,66.92,6,5,7,1,0,0,6,1,162,400.33,1,1,0,CSDK490890|CSDK485609|CSDM982163|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK464518|CSDK495584|CSDK495585,
CN(C)c1ccccc1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2N(C)C)cc1C,,NXUNSKFAIJDTPN-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2N(C)C)cc1C,0.0,1.0,430.57,3.9,430.19,0.4348,3,2,0,6,30,66.92,6,5,7,1,0,0,6,1,162,400.33,1,1,0,CSDK490890|CSDK485609|CSDM982163|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK464518|CSDK495584|CSDK495585,
C[NH+](C)c1ccccc1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2N(C)C)cc1C,,NXUNSKFAIJDTPN-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccccc2N(C)C)cc1C,0.0,1.0,430.57,3.9,430.19,0.4348,3,2,0,6,30,66.92,6,5,7,1,0,0,6,1,162,400.33,1,1,0,CSDK490890|CSDK485609|CSDM982163|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK464518|CSDK495584|CSDK495585,
Cn1ncc2cc(Cl)c(B3OC(C)(C)C(C)(C)O3)cc21,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3c(cnn3C)cc2Cl)cc1C,,OFZWJGMNOKTWCT-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3c(cnn3C)cc2Cl)cc1C,0.0,0.6,476.0,4.37,475.13,0.3913,4,3,0,7,32,81.5,5,4,9,1,0,1,7,1,170,449.79,1,1,0,,
CCCCOc1ccc(C)cc1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCCCOc1ccc(C)cc1-c1cc(C)c(N2C(C)(C(=O)OCC)CCS2(=O)=O)c(C)c1,,OYEVUOYYQSCTOF-UHFFFAOYSA-N,CCCCOc1ccc(C)cc1-c1cc(C)c(N2C(C)(C(=O)OCC)CCS2(=O)=O)c(C)c1,0.0,0.0,473.64,5.32,473.22,0.5,3,2,0,6,33,72.91,9,8,7,1,0,0,6,1,180,438.36,1,1,0,CSDK498026,
O=C(Nc1ccc2c(c1)COB2O)c1ccco1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(NC(=O)c3ccco3)cc2C)cc1C,,OGVJZRGLRSIEMY-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(NC(=O)c3ccco3)cc2C)cc1C,0.0,0.0,510.61,4.99,510.18,0.3333,4,3,1,8,36,105.92,8,6,9,1,0,1,8,1,190,480.37,1,1,1,,
COc1cccc(-c2cc3c(cc2F)COB3O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3cccc(OC)c3)c(F)cc2C)cc1C,,OUYOFIVUOGQHGT-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3cccc(OC)c3)c(F)cc2C)cc1C,0.0,0.0,525.64,5.96,525.2,0.3448,4,3,0,6,37,72.91,7,6,8,1,0,0,6,1,196,493.39,1,1,0,,
C#Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(C(=O)OC(C)(C)C)c1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C#Cc1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)cc(C(=O)OC(C)(C)C)c1C,,PTFWDAWWSXZIOU-UHFFFAOYSA-N,C#Cc1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)cc(C(=O)OC(C)(C)C)c1C,0.0,0.0,525.67,5.08,525.22,0.4483,3,2,0,7,37,89.98,8,5,8,1,0,0,7,1,198,490.39,1,1,0,CSDM979627,
C#Cc1cc(B(O)O)cc(C(=O)OC(C)(C)C)c1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C#Cc1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)cc(C(=O)OC(C)(C)C)c1C,,PTFWDAWWSXZIOU-UHFFFAOYSA-N,C#Cc1cc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)cc(C(=O)OC(C)(C)C)c1C,0.0,0.0,525.67,5.08,525.22,0.4483,3,2,0,7,37,89.98,8,5,8,1,0,0,7,1,198,490.39,1,1,0,CSDM979627,
CC(C)(C)Oc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(C)(C)C)cc2)cc1C,,RDVJULZKMIPFTD-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(C)(C)C)cc2)cc1C,0.0,0.0,459.61,5.01,459.21,0.48,3,2,0,6,32,72.91,7,5,7,1,0,0,6,1,174,426.34,1,1,0,CSDM979630|CSDK490890|CSDK485609|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK495585,
CC(C)(C)Oc1ccc(B(O)O)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(C)(C)C)cc2)cc1C,,RDVJULZKMIPFTD-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(OC(C)(C)C)cc2)cc1C,0.0,0.0,459.61,5.01,459.21,0.48,3,2,0,6,32,72.91,7,5,7,1,0,0,6,1,174,426.34,1,1,0,CSDM979630|CSDK490890|CSDK485609|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK495585,
CCc1cc(CC)cc(B(O)O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CC)cc(CC)c2)cc1C,,OSLDTGPOVLRSNW-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CC)cc(CC)c2)cc1C,0.0,0.0,443.61,4.96,443.21,0.48,3,2,0,5,31,63.68,7,6,6,1,0,0,5,1,168,410.35,1,1,0,CSDK485015|CSDK490890|CSDK485609|CSDK464517|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK495585|CSDK495581,
CCc1cc(CC)cc(B2OC(C)(C)C(C)(C)O2)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CC)cc(CC)c2)cc1C,,OSLDTGPOVLRSNW-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CC)cc(CC)c2)cc1C,0.0,0.0,443.61,4.96,443.21,0.48,3,2,0,5,31,63.68,7,6,6,1,0,0,5,1,168,410.35,1,1,0,CSDK485015|CSDK490890|CSDK485609|CSDK464517|CSDK498026|CSDM979629|CSDK476558|CSDK476557|CSDK428121|CSDK495585|CSDK495581,
Cc1ccc(Cl)c(Cl)c1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)ccc(Cl)c2Cl)cc1C,,OKZHSQMHQDCBLR-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)ccc(Cl)c2Cl)cc1C,0.0,0.0,470.42,5.45,469.09,0.4091,3,2,0,5,30,63.68,5,4,8,1,0,0,5,1,162,445.22,1,1,0,CSDK485015|CSDK483662|CSDK464512|CSDK464519|CSDM315185|CSDM982180|CSDK464513|CSDM315169|CSDM982125,
Cc1c(CN=[N+]=[N-])cc(OS(=O)(=O)F)c(C)c1B1OC(C)(C)C(C)(C)O1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)c(CN=[N+]=[N-])cc(OS(=O)(=O)F)c2C)cc1C,,OWPITKIKQGUTTM-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)c(CN=[N+]=[N-])cc(OS(=O)(=O)F)c2C)cc1C,0.0,0.0,568.65,4.85,568.15,0.4583,3,2,0,11,38,155.81,9,8,14,1,0,0,11,1,206,539.42,1,1,0,,
Cc1c(CN=[N+]=[N-])cc(OS(=O)(=O)F)c(C)c1B(O)O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)c(CN=[N+]=[N-])cc(OS(=O)(=O)F)c2C)cc1C,,OWPITKIKQGUTTM-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2c(C)c(CN=[N+]=[N-])cc(OS(=O)(=O)F)c2C)cc1C,0.0,0.0,568.65,4.85,568.15,0.4583,3,2,0,11,38,155.81,9,8,14,1,0,0,11,1,206,539.42,1,1,0,,
[N-]=[N+]=NCc1cc(C=O)cc(B(O)O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C=O)cc(CN=[N+]=[N-])c2)cc1C,,NSNLLPHHHVUUPX-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C=O)cc(CN=[N+]=[N-])c2)cc1C,0.0,0.4,470.55,4.45,470.16,0.3913,3,2,0,9,33,129.51,8,7,10,1,0,0,9,1,174,444.34,1,1,0,,
CC1(C)OB(c2cc(C=O)cc(CN=[N+]=[N-])c2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C=O)cc(CN=[N+]=[N-])c2)cc1C,,NSNLLPHHHVUUPX-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C=O)cc(CN=[N+]=[N-])c2)cc1C,0.0,0.4,470.55,4.45,470.16,0.3913,3,2,0,9,33,129.51,8,7,10,1,0,0,9,1,174,444.34,1,1,0,,
OB(O)c1cncc(C2CC2)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cncc(C3CC3)c2)cc1C,,PCQFTFXPJFCTMO-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cncc(C3CC3)c2)cc1C,0.0,1.0,428.55,4.1,428.18,0.4783,4,2,0,6,30,76.57,6,5,7,1,0,1,6,2,160,400.33,2,1,0,,
OB(O)C1=CCCCCC1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCCCCC2)cc1C,,RSXOCPZUKUROIC-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C2=CCCCCC2)cc1C,0.0,1.0,405.56,4.51,405.2,0.5909,3,1,0,5,28,63.68,5,4,6,1,0,0,5,2,154,374.31,1,1,0,CSDM982166,
OB(O)c1cc2cccnc2s1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3cccnc3s2)cc1C,,QARQDCCKRCCGKK-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3cccnc3s2)cc1C,0.0,1.0,444.58,4.44,444.12,0.3636,4,3,0,6,30,76.57,5,4,8,1,0,2,6,1,158,420.39,1,1,0,CSDM982174,
CC1(C)OB(c2cc3cccnc3s2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3cccnc3s2)cc1C,,QARQDCCKRCCGKK-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3cccnc3s2)cc1C,0.0,1.0,444.58,4.44,444.12,0.3636,4,3,0,6,30,76.57,5,4,8,1,0,2,6,1,158,420.39,1,1,0,CSDM982174,
O=C(Nc1ccc2c(c1)B(O)OC2)c1cc(F)ccc1F,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(NC(=O)c3cc(F)ccc3F)ccc2C)cc1C,,PRVMABCZALBSQJ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(NC(=O)c3cc(F)ccc3F)ccc2C)cc1C,0.0,0.0,556.63,5.67,556.18,0.3103,4,3,1,7,39,92.78,8,6,10,1,0,0,7,1,206,526.39,1,1,1,,
CC1(C)OB(c2ccc(N)c(C(F)(F)F)c2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(N)c(C(F)(F)F)c2)cc1C,,OVQVAIRIQZZPNZ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(N)c(C(F)(F)F)c2)cc1C,0.0,0.6,470.51,4.43,470.15,0.4091,3,2,2,6,32,89.7,6,4,10,1,0,0,6,1,174,445.31,1,1,2,CSDM979629|CSDM982151|CSDK497993,
C=CCNC(=S)NN=Cc1ccc2c(c1)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,C=CCNC(=S)NN=Cc1ccc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c(C)c1,,QOGNNQPOVAXEEJ-UHFFFAOYSA-N,C=CCNC(=S)NN=Cc1ccc(-c2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)c(C)c1,0.0,0.0,542.73,4.12,542.2,0.3704,3,2,2,8,37,100.1,11,8,10,1,0,0,8,1,198,508.46,1,1,2,,
CCC(Oc1cc2c(cc1F)COB2O)C(=O)OC,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(OC(CC)C(=O)OC)c(F)cc2C)cc1C,,QUKXLPWPQNDDQA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(OC(CC)C(=O)OC)c(F)cc2C)cc1C,0.0,0.0,535.63,4.61,535.2,0.4815,3,2,0,8,37,99.21,10,8,10,1,0,0,8,1,202,501.36,1,1,0,,
CCn1cc2ccc(B(O)O)cc2n1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3cn(CC)nc3c2)cc1C,,PNCLBAQXKUJODY-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3cn(CC)nc3c2)cc1C,0.0,0.6,455.58,4.2,455.19,0.4167,4,3,0,7,32,81.5,6,5,8,1,0,1,7,1,170,426.35,1,1,0,,
CCn1cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2n1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3cn(CC)nc3c2)cc1C,,PNCLBAQXKUJODY-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3cn(CC)nc3c2)cc1C,0.0,0.6,455.58,4.2,455.19,0.4167,4,3,0,7,32,81.5,6,5,8,1,0,1,7,1,170,426.35,1,1,0,,
CC1(C)OB(c2cc(C(F)F)ccc2Cl)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)F)ccc2Cl)cc1C,,PIURRONNOAAYFJ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)F)ccc2Cl)cc1C,0.0,0.0,471.95,5.42,471.11,0.4091,3,2,0,5,31,63.68,6,5,9,1,0,0,5,1,168,447.76,1,1,0,,
OB(O)c1cc(C(F)F)ccc1Cl,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)F)ccc2Cl)cc1C,,PIURRONNOAAYFJ-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(F)F)ccc2Cl)cc1C,0.0,0.0,471.95,5.42,471.11,0.4091,3,2,0,5,31,63.68,6,5,9,1,0,0,5,1,168,447.76,1,1,0,,
CC1(C)OB(CCc2ccccn2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(CCc2ccccn2)cc1C,,NUNZULCAMPMSJE-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(CCc2ccccn2)cc1C,0.06,1.0,416.54,3.35,416.18,0.4545,3,2,0,6,29,76.57,7,6,7,1,0,1,6,1,156,388.32,1,1,0,CSDM982174|CSDM315160|CSDK476558|CSDK476557|CSDK428121|CSDK495585,
CC(F)COC(=O)c1cc2c(cc1F)COB2O,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OCC(C)F)c(F)cc2C)cc1C,,RJAACXQUHUFEKP-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(C(=O)OCC(C)F)c(F)cc2C)cc1C,0.0,0.0,523.6,4.79,523.18,0.4615,3,2,0,7,36,89.98,9,7,10,1,0,0,7,1,196,492.35,1,1,0,,
OB(O)c1ccc2ccc3cccc4ccc1c2c34,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3ccc4cccc5ccc2c3c45)cc1C,,OHYONFKQYYJOGB-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc3ccc4cccc5ccc2c3c45)cc1C,0.0,0.0,511.64,6.73,511.18,0.2581,6,5,0,5,37,63.68,5,4,6,1,0,0,5,1,188,482.41,1,1,0,CSDM982160|CSDK476558|CSDK476557|CSDK428121,
COc1cc(F)cc(-c2cc3c(cc2Cl)COB3O)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3cc(F)cc(OC)c3)c(Cl)cc2C)cc1C,,QSZAZUFVZDPAGF-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(-c3cc(F)cc(OC)c3)c(Cl)cc2C)cc1C,0.0,0.0,560.09,6.61,559.16,0.3448,4,3,0,6,38,72.91,7,6,9,1,0,0,6,1,202,528.84,1,1,0,CSDM992359,
COC(C)c1ccc(B(O)O)cc1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C(C)OC)cc2)cc1C,,NQOPCOFPVSWQGA-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2ccc(C(C)OC)cc2)cc1C,0.0,0.8,445.58,4.54,445.19,0.4583,3,2,0,6,31,72.91,7,6,7,1,0,0,6,1,168,414.33,1,1,0,CSDM979629,
CC1(C)OB(c2cc3nc(Cl)ccc3s2)OC1(C)C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3nc(Cl)ccc3s2)cc1C,,QSKUGVKPKLVEIG-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc3nc(Cl)ccc3s2)cc1C,0.0,0.0,479.02,5.1,478.08,0.3636,4,3,0,6,31,76.57,5,4,9,1,0,2,6,1,164,455.84,1,1,0,,
COc1cccc(/C=C/B2OC(C)(C)C(C)(C)O2)c1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=Cc2cccc(OC)c2)cc1C,,QXABNVFDXWAUNW-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(C=Cc2cccc(OC)c2)cc1C,0.0,0.8,443.57,4.34,443.18,0.375,3,2,0,6,31,72.91,7,6,7,1,0,0,6,1,166,414.33,1,1,0,CSDM992359|CSDM979628,
Cc1c(CN=[N+]=[N-])cc(B(O)O)c(C)c1S(=O)(=O)F,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN=[N+]=[N-])c(C)c(S(=O)(=O)F)c2C)cc1C,,OMADRTRUAKGENT-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN=[N+]=[N-])c(C)c(S(=O)(=O)F)c2C)cc1C,0.0,0.0,552.65,4.92,552.15,0.4583,3,2,0,10,37,146.58,8,7,13,1,0,0,10,1,200,523.42,1,1,0,,
Cc1c(CN=[N+]=[N-])cc(B2OC(C)(C)C(C)(C)O2)c(C)c1S(=O)(=O)F,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN=[N+]=[N-])c(C)c(S(=O)(=O)F)c2C)cc1C,,OMADRTRUAKGENT-UHFFFAOYSA-N,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(-c2cc(CN=[N+]=[N-])c(C)c(S(=O)(=O)F)c2C)cc1C,0.0,0.0,552.65,4.92,552.15,0.4583,3,2,0,10,37,146.58,8,7,13,1,0,0,10,1,200,523.42,1,1,0,,
CCOC(=O)C1CC/C(=C/B2OC(C)(C)C(C)(C)O2)C1,CCOC(=O)C1(C)CCS(=O)(=O)N1c1c(C)cc(Br)cc1C,CCOC(=O)C1CCC(=Cc2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)C1,,QIYQOHOGKHIOSM-UHFFFAOYSA-N,CCOC(=O)C1CCC(=Cc2cc(C)c(N3C(C)(C(=O)OCC)CCS3(=O)=O)c(C)c2)C1,0.0,0.6,463.6,3.91,463.2,0.5833,3,1,0,7,32,89.98,8,6,8,1,0,0,7,2,176,430.33,2,1,0,,
